Title,Alternative Title,Description,Language,Publisher,Genre,Subject,Temporal Coverage,Date Range,Solr Year,Date Issued,Spatial Coverage,Bounding Box,Type,Geometry Type,Format,Information,Identifier,Slug,Provenance,Code,Is Part Of,Status,Accrual Method,Date Accessioned,Rights,Access Rights,Suppressed,Child
"Land Survey Map: Louisa County, Iowa; 75N 5W","Iowa land survey map of t075n, r005w","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1837-1838,[1837 TO 1838],1837,1837,"Louisa County, Iowa|Iowa","-91.4853433, 41.24836675, -91.36935867, 41.33681863",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_246,5e7e46c5-77f3-41d0-b3ee-a409106a0299,5e7e46c5-77f3-41d0-b3ee-a409106a0299,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: Louisa County, Iowa; 75N 3W","Iowa land survey map of t075n, r003w","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1837-1838,[1837 TO 1838],1837,1837,"Louisa County, Iowa|Iowa","-91.25451682, 41.24717685, -91.1386236, 41.33546934",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_173,a2104320-8b6c-4193-b1ba-425dc52206cb,a2104320-8b6c-4193-b1ba-425dc52206cb,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: Muscatine County, Iowa; 76N 2W","Iowa land survey map of t076n, r002w","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1837-1838,[1837 TO 1838],1837,1837,"Muscatine County, Iowa|Iowa","-91.1386236, 41.33365234, -91.03399318, 41.42165995",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_142,e8d4e621-b5f9-4e6d-b74f-6831ec26270c,e8d4e621-b5f9-4e6d-b74f-6831ec26270c,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: Muscatine County, Iowa; 76N 3W","Iowa land survey map of t076n, r003w","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1837-1838,[1837 TO 1838],1837,1837,"Muscatine County, Iowa|Iowa","-91.25377083, 41.33454709, -91.13737558, 41.42273258",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_174,077c72c6-f7ff-4117-91e8-d31ae82baa0a,077c72c6-f7ff-4117-91e8-d31ae82baa0a,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: Muscatine County, Iowa; 76N 4W","Iowa land survey map of t076n, r004w","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1837-1838,[1837 TO 1838],1837,1837,"Muscatine County, Iowa|Iowa","-91.36935867, 41.33546809, -91.25281056, 41.42315047",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_211,126eb5f9-be17-4c16-a47b-be0d608b0664,126eb5f9-be17-4c16-a47b-be0d608b0664,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: Washington County, Iowa; 76N 6W","Iowa land survey map of t076n, r006w","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1837-1838,[1837 TO 1838],1837,1837,"Washington County, Iowa|Iowa","-91.6001729, 41.33681863, -91.48410986, 41.42486356",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_284,b6354142-1c78-471b-9d85-6115e5850f9c,b6354142-1c78-471b-9d85-6115e5850f9c,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: Scott County, Iowa; 77N 2E","Iowa land survey map of t077n, r002e","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1837-1838,[1837 TO 1838],1837,1837,"Scott County, Iowa|Iowa","-90.78629619, 41.44951259, -90.66890416, 41.50934379",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_29,0aafeb2f-b572-49fa-92f5-3b54b8fea435,0aafeb2f-b572-49fa-92f5-3b54b8fea435,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: Muscatine County, Iowa; 77N 4W","Iowa land survey map of t077n, r004w","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1837-1838,[1837 TO 1838],1837,1837,"Muscatine County, Iowa|Iowa","-91.36847582, 41.42273258, -91.25182014, 41.51027048",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_212,94bb985b-c6b0-4b3d-a482-335e1f99b3b9,94bb985b-c6b0-4b3d-a482-335e1f99b3b9,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: Johnson County, Iowa; 77N 5W","Iowa land survey map of t077n, r005w","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1837-1838,[1837 TO 1838],1837,1837,"Johnson County, Iowa|Iowa","-91.48426047, 41.42315047, -91.36766946, 41.51096285",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_248,ac148381-43e1-454d-8183-454d44249786,ac148381-43e1-454d-8183-454d44249786,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: Scott County, Iowa; 78N 4E","Iowa land survey map of t078n, r004e","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1837-1838,[1837 TO 1838],1837,1837,"Scott County, Iowa|Iowa","-90.55186853, 41.51803641, -90.43488603, 41.59769606",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_63,2399f45c-3b99-415e-8084-a9230199e586,2399f45c-3b99-415e-8084-a9230199e586,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: Scott County, Iowa; 78N 5E","Iowa land survey map of t078n, r005e","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1837-1838,[1837 TO 1838],1837,1837,"Scott County, Iowa|Iowa","-90.43514519, 41.54841451, -90.33933241, 41.59774004",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_75,5e9ed6f2-fed0-46c2-bc6b-b3dc7705aa28,5e9ed6f2-fed0-46c2-bc6b-b3dc7705aa28,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: Cedar County, Iowa; 79N 1W","Iowa land survey map of t079n, r001w","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1837-1838,[1837 TO 1838],1837,1837,"Cedar County, Iowa|Iowa","-91.01638829, 41.59700487, -90.89912517, 41.68448877",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_118,7359f874-b9ab-482e-aa96-ea7bf217caad,7359f874-b9ab-482e-aa96-ea7bf217caad,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: Cedar County, Iowa; 79N 3W","Iowa land survey map of t079n, r003w","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1837-1838,[1837 TO 1838],1837,1837,"Cedar County, Iowa|Iowa","-91.24986617, 41.59760794, -91.13298633, 41.68502441",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_177,6f99a75e-a318-4366-877b-2749108bdc95,6f99a75e-a318-4366-877b-2749108bdc95,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: Scott County, Iowa; 80N 1E","Iowa land survey map of t080n, r001e","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1837-1838,[1837 TO 1838],1837,1837,"Scott County, Iowa|Iowa","-90.89914398, 41.68388566, -90.78216214, 41.7717076",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_15,ab8ad08a-303f-4f3f-a482-0d7a83a9039c,ab8ad08a-303f-4f3f-a482-0d7a83a9039c,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: Cedar County, Iowa; 80N 1W","Iowa land survey map of t080n, r001w","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1837-1838,[1837 TO 1838],1837,1837,"Cedar County, Iowa|Iowa","-91.01588611, 41.68406392, -90.89867869, 41.77183391",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_119,60065925-0bd5-4191-b9db-2397aa5674eb,60065925-0bd5-4191-b9db-2397aa5674eb,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: Cedar County, Iowa; 80N 2W","Iowa land survey map of t080n, r002w","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1837-1838,[1837 TO 1838],1837,1837,"Cedar County, Iowa|Iowa","-91.13301584, 41.68448857, -91.01561027, 41.77202605",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_147,f6de39c4-4101-4c85-bded-8a63b0fa6c60,f6de39c4-4101-4c85-bded-8a63b0fa6c60,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: Cedar County, Iowa; 80N 3W","Iowa land survey map of t080n, r003w","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1837-1838,[1837 TO 1838],1837,1837,"Cedar County, Iowa|Iowa","-91.24950473, 41.68461525, -91.13230004, 41.77234759",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_178,f2e82051-0762-4133-ac92-a7ea93ad1b22,f2e82051-0762-4133-ac92-a7ea93ad1b22,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: Cedar County, Iowa; 80N 4W","Iowa land survey map of t080n, r004w","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1837-1838,[1837 TO 1838],1837,1837,"Cedar County, Iowa|Iowa","-91.36640676, 41.68502441, -91.24911417, 41.77285291",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_215,677760ef-e8a4-482c-b125-d8e485957312,677760ef-e8a4-482c-b125-d8e485957312,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: Cedar County, Iowa; 81N 1W","Iowa land survey map of t081n, r001w","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1837-1838,[1837 TO 1838],1837,1837,"Cedar County, Iowa|Iowa","-91.01571818, 41.77152894, -90.89831174, 41.8591854",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_120,71574f6a-f840-4f1f-b842-f06eeebf67bf,71574f6a-f840-4f1f-b842-f06eeebf67bf,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: Cedar County, Iowa; 81N 2W","Iowa land survey map of t081n, r002w","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1837-1838,[1837 TO 1838],1837,1837,"Cedar County, Iowa|Iowa","-91.13248182, 41.77180537, -91.01532002, 41.85950259",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_148,c3e8475e-732f-4ad8-826f-b1286f494675,c3e8475e-732f-4ad8-826f-b1286f494675,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: Cedar County, Iowa; 81N 3W","Iowa land survey map of t081n, r003w","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1837-1838,[1837 TO 1838],1837,1837,"Cedar County, Iowa|Iowa","-91.24936133, 41.77193198, -91.13228393, 41.85968909",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_179,1283282c-0256-419b-8c28-2be7072f4249,1283282c-0256-419b-8c28-2be7072f4249,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: Cedar County, Iowa; 81N 4W","Iowa land survey map of t081n, r004w","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1837-1838,[1837 TO 1838],1837,1837,"Cedar County, Iowa|Iowa","-91.36615028, 41.77234759, -91.24921883, 41.86004245",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_216,7029d26f-5ca4-4fb3-a6c7-7fa25e9b7da0,7029d26f-5ca4-4fb3-a6c7-7fa25e9b7da0,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: Clinton County, Iowa; 82N 1E","Iowa land survey map of t082n, r001e","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1837-1838,[1837 TO 1838],1837,1837,"Clinton County, Iowa|Iowa","-90.89861554, 41.85829029, -90.78153477, 41.9463058",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_17,06c2c167-52b1-4aa5-91da-4f53dacc4b83,06c2c167-52b1-4aa5-91da-4f53dacc4b83,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: Clinton County, Iowa; 82N 2E","Iowa land survey map of t082n, r002e","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1837-1838,[1837 TO 1838],1837,1837,"Clinton County, Iowa|Iowa","-90.78176452, 41.85815523, -90.66477731, 41.9456852",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_34,50561658-e8e5-4291-876e-5af2eb15b5be,50561658-e8e5-4291-876e-5af2eb15b5be,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: Clinton County, Iowa; 82N 3E","Iowa land survey map of t082n, r003e","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1837-1838,[1837 TO 1838],1837,1837,"Clinton County, Iowa|Iowa","-90.66520017, 41.85827455, -90.54821696, 41.94567558",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_52,28e5df4b-263d-4fe5-801e-ca69831378a0,28e5df4b-263d-4fe5-801e-ca69831378a0,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: Clinton County, Iowa; 82N 4E","Iowa land survey map of t082n, r004e","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1837-1838,[1837 TO 1838],1837,1837,"Clinton County, Iowa|Iowa","-90.54864522, 41.85843691, -90.43168351, 41.94620685",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_67,005a7e90-9683-4398-8fe2-502cff2e172a,005a7e90-9683-4398-8fe2-502cff2e172a,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: Clinton County, Iowa; 82N 5E","Iowa land survey map of t082n, r005e","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1837-1838,[1837 TO 1838],1837,1837,"Clinton County, Iowa|Iowa","-90.43233458, 41.85900383, -90.31519492, 41.9463128",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_79,b4b74391-537d-4cc5-a10c-8b4c68c86949,b4b74391-537d-4cc5-a10c-8b4c68c86949,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: Clinton County, Iowa; 82N 6E","Iowa land survey map of t082n, r006e","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1837-1838,[1837 TO 1838],1837,1837,"Clinton County, Iowa|Iowa","-90.31586678, 41.8591136, -90.19887514, 41.94631961",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_90,db1ed062-5f28-4f47-9684-f9d6f36f04cc,db1ed062-5f28-4f47-9684-f9d6f36f04cc,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: Cedar County, Iowa; 82N 1W","Iowa land survey map of t082n, r001w","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1837-1838,[1837 TO 1838],1837,1837,"Cedar County, Iowa|Iowa","-91.01543179, 41.8588161, -90.89831174, 41.94664873",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_121,442c2bf3-e5c8-474b-8971-f18bf1d53e15,442c2bf3-e5c8-474b-8971-f18bf1d53e15,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: Cedar County, Iowa; 82N 2W","Iowa land survey map of t082n, r002w","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1837-1838,[1837 TO 1838],1837,1837,"Cedar County, Iowa|Iowa","-91.13254325, 41.85917912, -91.01510595, 41.94683543",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_149,46434d52-0c1d-4c8c-8ab5-5bb03d70dc19,46434d52-0c1d-4c8c-8ab5-5bb03d70dc19,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
